,Project Number,$Incentive,Total Nameplate kW DC,Expected KWh Annual Production
61187,5105-44228,6753.0,9.25,10858.0
61188,5348-102727,1855.0,3.71,4355.0
61189,5373-101262,3360.0,8.4,9860.0
61190,67853,0.0,12.9,15143.0
61191,5171-76072,2402.0,4.4,5165.0
61192,5153-63576,700.0,3.5,4108.0
61193,69048,3339.0,11.13,13065.0
61194,5122-94272,2964.0,7.41,8698.0
61195,02158-006-1,21000.0,4.2,4930.0
61196,02033-050,16200.0,4.05,4754.0
61197,5105-49833,7875.0,8.75,10271.0
61198,5137-93261,1178.0,8.93,10477.0
61199,5137-46123,5750.0,5.75,6750.0
61200,5115-50005-GJ,13118.0,14.64,17185.0
61201,5397-99860,2496.0,6.24,7325.0
61202,5153-56235,4600.0,6.0,7043.0
61203,5321-0187-Financing,0.0,8.96,10518.0
61204,5166-45717,5000.0,5.0,5869.0
61205,5171-101463,2600.0,5.2,6104.0
61206,5247-68857,4992.0,8.32,9766.0
61207,5240-85769,2943.0,6.54,7677.0
61208,5159-102303,1568.0,3.14,3680.0
61209,66142,4271.0,11.7,13734.0
61210,5297-64974,5494.0,7.85,9212.0
61211,5337-100172,3120.0,7.8,9156.0
61212,5438-101263,1967.0,8.06,9461.0
61213,5194-71147-GJ-IRH,1242.0,6.21,7290.0
61214,5138-87310,2132.0,5.61,6585.0
61215,02030-133,20375.0,5.13,6016.0
61216,5171-83573,4620.0,7.7,9039.0
61217,02030-091,19968.0,4.99,5860.0
61218,5156-56314,3780.0,12.6,14790.0
61219,5098-91098,2240.0,5.6,6574.0
61220,5161-89363-GJ,1276.0,6.38,7489.0
61221,5181-96305,1440.0,7.2,8452.0
61222,5292-57339,3662.0,4.58,5374.0
61223,5292-45791,2718.0,3.6,4222.0
61224,5377-63245,38224.0,70.56,82826.0
61225,5320-79565,1456.0,7.28,8546.0
61226,5137-90391,2132.0,14.03,16463.0
61227,5160-72254,1612.0,8.06,9461.0
61228,5159-101064,3017.0,8.27,9702.0
61229,5229-81935,3032.0,7.98,9367.0
61230,5171-62038,6120.0,7.65,8980.0
61231,5241-100362,7420.0,18.55,21775.0
61232,5104-43958,3508.0,5.75,6750.0
61233,5137-96428,1224.0,2.04,2395.0
61234,5105-50727,4275.0,4.75,5576.0
61235,5245-97590,3120.0,5.2,6104.0
61236,5411-97343,2865.0,6.54,7677.0
61237,5100-60810,4158.0,5.94,6973.0
61238,5320-80319,892.0,5.72,6714.0
61239,5100-70819,6000.0,10.0,11738.0
61240,5427-100144,4578.0,9.16,10748.0
61241,5159-50602,2856.0,7.14,8381.0
61242,5098-92243,1445.0,3.3,3874.0
61243,5137-49950,1200.0,3.0,3522.0
61244,5125-88228,4560.0,9.12,10705.0
61245,5171-71429,3850.0,5.5,6456.0
61246,5153-90195,3825.0,6.38,7483.0
61247,68233,1140.0,2.52,2958.0
61248,5159-64554,1920.0,9.6,11269.0
61249,5137-52998,1633.0,5.75,6750.0
61250,5137-67838,3450.0,5.75,6750.0
61251,68681,4096.0,10.24,12020.0
61252,5293-87733,2361.0,7.16,8399.0
61253,5098-94157,1305.0,3.02,3545.0
61254,02022-028-1,16800.0,4.2,4930.0
61255,5352-88163,3900.0,7.8,9156.0
61256,5245-97992,3120.0,5.2,6104.0
61257,5330-101713,4650.0,9.3,10917.0
61258,5098-96421,1908.0,3.18,3733.0
61259,5293-93396,7473.0,12.46,14620.0
61260,5104-42469,5925.0,7.5,8804.0
61261,37891-1,719866.8,783.12,754614.0
61262,5321-71162,1620.0,8.1,9508.0
61263,5245-97549,5928.0,9.88,11598.0
61264,02019-009-1,16000.0,4.0,4695.0
61265,5247-102049,2688.0,6.72,7888.0
61266,5159-92061,855.0,5.7,6691.0
61267,02015-003,10080.0,2.4,2817.0
61268,5122-50459,4860.0,5.4,6339.0
61269,5330-87006,2457.0,4.1,4807.0
61270,02003-004,12480.0,3.12,3662.0
61271,5292-46881,9483.0,9.48,11132.0
61272,5159-71603,1080.0,5.4,6339.0
61273,5321-76413,1620.0,8.1,9508.0
61274,5200-54958,1568.0,5.23,6133.0
61275,02005-053,18000.0,4.5,5282.0
61276,65448,0.0,8.63,10124.0
61277,5273-88365,3532.0,5.89,6909.0
61278,5247-93142,6100.0,15.25,17901.0
61279,5104-42520,5250.0,5.25,6163.0
61280,5138-75430,1694.0,3.32,3891.0
61281,5293-58222,2652.0,3.32,3891.0
61282,48736,2048.0,4.1,4807.0
61283,5159-71172,1380.0,6.9,8099.0
61284,5156-52763-GJ,3180.0,7.95,9332.0
61285,68172,1202.0,4.77,5599.0
61286,68837,3080.0,6.16,7231.0
61287,23504-4,829343.77,591.36,777047.0
61288,5245-98413,1635.0,4.42,5188.0
61289,5129-98425,3270.0,6.54,7677.0
61290,50691,2392.0,5.98,7020.0
61291,5137-47311,4410.0,4.41,5177.0
61292,02002-002,55500.0,11.1,13030.0
61293,68917,2878.0,7.19,8445.0
61294,5137-36521,4742.0,7.28,8546.0
61295,5292-57530,5125.0,8.18,9596.0
61296,5181-0318-Financing,0.0,10.66,12513.0
61297,67921,0.0,6.9,8099.0
61298,02170-018,174040.0,49.68,58316.0
61299,5209-51733,1628.0,5.36,6286.0
61300,02030-068,20400.0,5.1,5987.0
61301,5104-42490,8213.0,12.0,14086.0
61302,5330-97973,2212.0,5.12,6010.0
61303,02006-031,19360.0,4.84,5681.0
61304,5159-89574,1254.0,6.27,7360.0
61305,5438-102029,4848.0,16.38,19227.0
61306,5105-54118,3564.0,6.75,7923.0
61307,02030-135,19680.0,4.92,5775.0
61308,49848A-1,417766.0,803.22,942856.0
61309,5230-86674,785.0,5.23,6142.0
61310,5122-97448,4332.0,10.83,12713.0
61311,5098-87151,3150.0,6.3,7395.0
61312,5293-56795,6732.0,8.42,9878.0
61313,48753,2470.0,4.94,5799.0
61314,5171-49439,5775.0,5.78,6779.0
61315,5194-53224-GJ,1998.0,6.75,7923.0
61316,5138-77989,1658.0,3.32,3891.0
61317,5105-49200,7425.0,8.25,9684.0
61318,5138-52157,2700.0,3.0,3522.0
61319,68275,2368.0,8.58,10072.0
61320,68977,2968.0,7.42,8710.0
61321,5118-43642,8085.0,8.09,9490.0
61322,5320-71640,936.0,4.68,5494.0
61323,5098-89019,5088.0,10.18,11944.0
61324,5326-100798,2622.0,6.56,7695.0
61325,5293-66197-GJ,3332.0,7.28,8546.0
61326,5153-87492,2500.0,12.5,14673.0
61327,5234-64937,5985.0,8.55,10036.0
61328,5321-72096,1080.0,5.4,6339.0
61329,5125-100867,1904.0,4.76,5587.0
61330,5209-78526YY,1328.0,9.62,11292.0
61331,5104-46544,6983.0,9.5,11151.0
61332,5100-46778,6000.0,6.0,7043.0
61333,5155-58585,6394.0,10.8,12677.0
61334,5122-48947-GJ,5940.0,6.6,7747.0
61335,5409-87359,3180.0,6.36,7466.0
61336,02148-002,15600.0,3.9,4578.0
61337,5171-49215,6050.0,6.05,7102.0
61338,5411-102292,2943.0,5.89,6909.0
61339,66125,888.0,3.32,3891.0
61340,5293-45991-GJ,12500.0,12.5,14673.0
61341,5181-96357-GJ,1350.0,9.12,10705.0
61342,33565-1,215618.0,248.63,239580.0
61343,5425-98915,2290.0,6.36,7466.0
61344,5165-49667,7358.0,8.18,9596.0
61345,5293-65531-GJ,3549.0,6.76,7935.0
61346,5407-88823,45411.0,60.84,71416.0
61347,5105-62250,9450.0,14.0,16434.0
61348,5297-101620,3273.0,8.5,9980.0
61349,5105-52871,12690.0,20.0,23477.0
61350,5336-101351,3780.0,9.45,11093.0
61351,5098-93003,1406.0,3.52,4126.0
61352,5122-61193,6353.0,9.08,10653.0
61353,5165-69717,5494.0,9.16,10748.0
61354,02030-057-1,34000.0,8.5,9978.0
61355,5159-89563,660.0,3.3,3874.0
61356,31301-1,396536.05,386.8,372720.0
61357,5438-101055,2153.0,7.8,9156.0
61358,5137-52350,5724.0,9.0,10565.0
61359,5140-50953-GJ,2496.0,10.07,11815.0
61360,5171-100111,3520.0,7.04,8264.0
61361,5171-101945,3770.0,7.54,8851.0
61362,5171-54471,2295.0,2.55,2993.0
61363,02054-001,8640.0,2.16,2535.0
61364,67719,3024.0,7.56,8874.0
61365,5245-97330,3588.0,5.98,7020.0
61366,5159-58815,1500.0,5.0,5869.0
61367,5166-48742,11220.0,11.22,13170.0
61368,02061-072,27140.0,7.56,8874.0
61369,68543,0.0,8.96,10518.0
61370,02005-042,19320.0,4.83,5670.0
61371,5098-89196,1116.0,8.33,9778.0
61372,5200-56674,1016.0,4.4,5165.0
61373,5137-99805,4348.0,14.03,16463.0
61374,5321-96274,1693.0,11.76,13804.0
61375,02006-049,193000.0,42.0,49301.0
61376,5321-89101,1960.0,9.8,11504.0
61377,5297-81793,2354.0,3.92,4606.0
61378,5137-45981,2940.0,5.88,6902.0
61379,5159-79495,1680.0,8.4,9860.0
61380,5408-98502,1068064.2,2732.4,3207400.0
61381,02094-027,26000.0,7.0,8217.0
61382,5098-90833,1243.0,6.22,7295.0
61383,23501-3,322616.96,243.38,319801.0
61384,5159-68747,840.0,4.2,4930.0
61385,02003-055,23000.0,6.0,7043.0
61386,5293-88445,1590.0,3.18,3733.0
61387,5194-86569-GJ,1560.0,7.8,9156.0
61388,5159-78706,1500.0,7.5,8804.0
61389,67750,3654.0,9.14,10723.0
61390,5409-100310,2968.0,7.42,8710.0
61391,5105-49565,2896.0,5.5,6456.0
61392,5122-58929,17052.0,24.36,28595.0
61393,02056-011,19040.0,4.76,5587.0
61394,5373-102733,6400.0,12.8,15025.0
61395,68115,0.0,6.93,8135.0
61396,5137-48959,12771.0,16.5,19368.0
61397,5379-97317,2551.0,4.25,4990.0
61398,5098-89315,2600.0,6.5,7630.0
61399,5347-72325,4631.0,6.62,7765.0
61400,5159-66960,1440.0,7.2,8452.0
61401,5273-72750,104900.0,179.8,211056.0
61402,5171-101069,1916.0,5.72,6714.0
61403,02056-006-2,13600.0,3.4,3991.0
61404,5159-84255,3240.0,16.2,19016.0
61405,68690,1310.0,5.46,6409.0
61406,02001-049,18240.0,4.56,5353.0
61407,5137-51261,2723.0,5.5,6456.0
61408,69000,2751.0,7.75,9097.0
61409,5138-75424,2907.0,4.85,5687.0
61410,5293-97402,3710.0,9.28,10887.0
61411,5321-71634,1404.0,7.02,8240.0
61412,5121-51644-GJ,22500.0,25.5,29933.0
61413,5292-62642,5755.0,7.19,8445.0
61414,5336-94350,2280.0,5.7,6691.0
61415,02033-033,17600.0,4.4,5165.0
61416,68418,2880.0,7.2,8452.0
61417,5292-54533,2774.0,4.25,4990.0
61418,5171-59948,3200.0,4.0,4695.0
61419,5121-70415,6201.0,10.07,11821.0
61420,5124-63378,2394.0,3.42,4015.0
61421,5137-75422,7271.0,18.36,21552.0
61422,5159-57104,2175.0,7.25,8510.0
61423,5159-66511,612.0,3.06,3592.0
61424,5105-47130,7500.0,9.25,10858.0
61425,5149-72117-GJ,1250.0,8.8,10330.0
61426,5159-72039,2040.0,10.2,11973.0
61427,5229-65836,3434.0,4.91,5758.0
61428,5137-47747,4219.0,7.02,8240.0
61429,5156-61177,4050.0,13.5,15847.0
61430,5137-48397,9300.0,15.0,17608.0
61431,5129-42858-GJ,7000.0,7.0,8217.0
61432,5159-101205,2572.0,7.25,8504.0
61433,5245-97947,2658.0,6.24,7325.0
61434,5209-75320,1887.0,9.62,11292.0
61435,5137-42313,4500.0,4.5,5282.0
61436,5171-56415,4420.0,7.5,8804.0
61437,02006-002,52800.0,10.56,12396.0
61438,5379-100879,8886.0,11.77,13818.0
61439,67980,1792.0,4.48,5259.0
61440,5138-92861,1497.0,9.72,11410.0
61441,5165-56012,3924.0,4.91,5758.0
61442,5137-86376,510.0,2.55,2993.0
61443,5247-100620,6656.0,16.64,19533.0
61444,5330-78850,3294.0,5.49,6444.0
61445,31291-1,367943.91,303.05,292019.0
61446,5379-99217,1635.0,3.27,3838.0
61447,5321-84226,2041.0,14.58,17115.0
61448,5209-68175,663.0,3.32,3891.0
61449,5293-80069-GJ,1692.0,11.13,13065.0
61450,5159-71674,1445.0,9.9,11621.0
61451,5171-99608,2205.0,4.41,5177.0
61452,5247-93495,3660.0,9.15,10741.0
61453,66130,1355.0,4.77,5599.0
61454,5293-52185-GJ,6362.0,9.18,10776.0
61455,5144-67706,1800.0,9.0,10565.0
61456,5138-49488,4275.0,4.75,5576.0
61457,5105-51387,6075.0,6.75,7923.0
61458,5165-66405,4807.0,7.19,8445.0
61459,5100-79624,4813.0,9.63,11298.0
61460,5153-75373,1724.0,12.5,14667.0
61461,5213-101211,3360.0,6.72,7888.0
61462,5181-54286-GJ,3800.0,9.52,11175.0
61463,5347-82692,3420.0,5.7,6691.0
61464,5156-62305,2430.0,8.1,9508.0
61465,5321-67807 GJ,1404.0,7.02,8240.0
61466,5293-93754,1709.0,6.89,8088.0
61467,5245-93786,1484.0,7.42,8710.0
61468,5336-100208,4788.0,11.97,14051.0
61469,5159-84257,2460.0,12.3,14438.0
61470,5352-76320,2074.0,4.8,5634.0
61471,5160-100074,2352.0,7.02,8240.0
61472,5166-43881,5250.0,5.25,6163.0
61473,5098-84965,906.0,4.53,5317.0
61474,02030-148,25250.0,6.75,7923.0
61475,5363-96478,3584.0,8.96,10518.0
61476,5247-61311,4872.0,6.96,8170.0
61477,5153-61845,486.0,2.25,2641.0
61478,5293-62251,7644.0,10.92,12818.0
61479,5290-72718,5250.0,7.5,8804.0
61480,5333-72716,6867.0,11.45,13435.0
61481,51584,3534.0,8.84,10371.0
61482,5292-59160,12639.0,19.95,23415.0
61483,5105-61131,3413.0,6.5,7630.0
61484,68298,2288.0,5.72,6714.0
61485,5098-83115,2200.0,4.4,5165.0
61486,5245-98407,1820.0,3.64,4273.0
61487,5098-83129,3900.0,7.8,9156.0
61488,5292-48857,10464.0,10.46,12283.0
61489,5397-95876,2496.0,6.24,7325.0
61490,5171-65274,1890.0,2.7,3169.0
61491,5173-66807,793.0,3.97,4654.0
61492,02015-020-1,10920.0,2.73,3205.0
61493,5105-54113,2600.0,3.25,3815.0
61494,5098-84391,713.0,4.95,5811.0
61495,5160-70358,1693.0,11.44,13429.0
61496,5138-97685,2827.0,9.3,10917.0
61497,5274-87695,5040.0,10.08,11832.0
61498,5159-67250,1380.0,6.9,8099.0
61499,5137-80663,3198.0,8.42,9878.0
61500,5159-63395,1530.0,5.1,5987.0
61501,5159-67978,1440.0,7.2,8452.0
61502,5122-57322-GJ,8085.0,11.55,13558.0
61503,69018,1796.0,5.99,7025.0
61504,02056-039,24500.0,6.13,7190.0
61505,67678,1478.0,4.68,5494.0
61506,5320-77780,1144.0,5.72,6714.0
61507,02018-014,74250.0,14.85,17432.0
61508,5138-78900,3125.0,6.25,7337.0
61509,5098-86941,2865.0,8.07,9473.0
61510,02158-002,20120.0,5.04,5916.0
61511,5293-94399,1806.0,6.36,7466.0
61512,5114-50548,12852.0,14.28,16762.0
61513,68500,1179.0,5.46,6409.0
61514,5122-100707,1512.0,3.78,4437.0
61515,5373-100451,2430.0,8.1,9508.0
61516,5297-83034,3579.0,7.85,9212.0
61517,5159-48198,3060.0,6.12,7184.0
61518,5209-71409,1195.0,8.42,9878.0
61519,33509A-1,579774.0,744.35,717256.0
61520,5225-78146,2562.0,3.66,4296.0
61521,68532,4320.0,8.64,10142.0
61522,5292-36798,7227.0,5.56,6525.0
61523,5321-0296-Financing,0.0,11.44,13429.0
61524,5292-63341,4120.0,6.21,7293.0
61525,5159-78660,821.0,5.4,6339.0
61526,23509-2,179663.0,172.0,226008.0
61527,5171-99378,1430.0,2.86,3357.0
61528,5159-94812,693.0,4.56,5353.0
61529,02006-013,26640.0,6.66,7818.0
61530,02023-013,18000.0,4.0,4695.0
61531,5293-75535-GJ,4134.0,7.16,8399.0
61532,5373-79675,4133.0,8.27,9702.0
61533,5297-96159,3139.0,5.23,6142.0
61534,5336-69874,3300.0,5.5,6456.0
61535,5098-83294,2473.0,5.29,6204.0
61536,5100-92009,2496.0,6.24,7325.0
61537,65597,5160.0,6.9,8099.0
61538,5159-71591,1740.0,8.7,10212.0
61539,02003-038,24640.0,6.16,7231.0
61540,5336-101098,3192.0,7.98,9367.0
61541,5395-100538,2354.0,6.54,7677.0
61542,5245-97073,2544.0,4.24,4977.0
61543,5144-86576,1649.0,10.71,12572.0
61544,33559-2,45964.0,53.0,51071.0
61545,02003-014,22440.0,5.61,6585.0
61546,5098-84870,557.0,3.92,4601.0
61547,5181-66584-GJ,1612.0,8.06,9461.0
61548,5292-63870,9046.0,17.0,19960.0
61549,5159-67003,1380.0,6.9,8099.0
61550,5293-84815-GJ,1500.0,7.5,8804.0
61551,5273-79089,3335.0,5.56,6525.0
61552,5397-98729,2496.0,6.24,7325.0
61553,5171-100333,2340.0,4.68,5494.0
61554,5098-99150,1988.0,6.63,7777.0
61555,68807,3024.0,7.56,8874.0
61556,5247-96146,4200.0,10.5,12325.0
61557,65876,3048.0,6.1,7155.0
61558,5149-0001-Financing,0.0,7.15,8393.0
61559,5098-87001,1980.0,3.3,3874.0
61560,5098-83454,3293.0,6.59,7730.0
61561,68805,2600.0,5.2,6104.0
61562,5397-98457,2496.0,6.24,7325.0
61563,5170-81597,1040.0,8.25,9684.0
61564,5159-81645,1440.0,7.2,8452.0
61565,51575,2205.0,4.41,5177.0
61566,5397-102093,1872.0,4.68,5494.0
61567,5293-98873,3551.0,10.6,12443.0
61568,5347-94685,1972.0,4.16,4883.0
61569,5196-59341,4992.0,6.24,7325.0
61570,5336-81841,2520.0,5.04,5916.0
61571,02030-014,11880.0,2.97,3486.0
61572,5137-88771,3580.0,9.18,10776.0
61573,5155-94801,1497.0,9.72,11410.0
61574,5128-96131,1792.0,4.48,5259.0
61575,5105-55695,6200.0,7.75,9097.0
61576,5273-85897,2551.0,4.25,4990.0
61577,5321-95984,2079.0,10.4,12202.0
61578,5159-65737,1632.0,8.4,9860.0
61579,5149-93207-GJ,1210.0,6.05,7102.0
61580,5114-63090,5760.0,7.2,8452.0
61581,5156-62005-GJ,2628.0,12.0,14086.0
61582,5194-96595-GJ,896.0,4.48,5259.0
61583,5156-55938-GJ,1890.0,6.3,7395.0
61584,5153-65151,3180.0,5.75,6750.0
61585,5247-66320,8190.0,11.7,13734.0
61586,5245-98421,1828.0,4.94,5799.0
61587,5138-52522,2574.0,2.86,3357.0
61588,5171-92949,1045.0,5.23,6133.0
61589,02018-025,10880.0,2.72,3193.0
61590,5159-93199,1482.0,7.41,8698.0
61591,5159-69800,1020.0,5.1,5987.0
61592,5098-91777,958.0,4.79,5623.0
61593,5321-0091-Financing,0.0,11.03,12942.0
61594,5159-71623,1166.0,8.1,9508.0
61595,5156-51763,2484.0,6.21,7290.0
61596,5292-56559,9941.0,12.43,14586.0
61597,5395-97210,5400.0,9.0,10565.0
61598,5297-71309,4316.0,7.19,8445.0
61599,02003-085,21560.0,5.52,6480.0
61600,68709,3148.0,11.93,13998.0
61601,5171-72819,1925.0,2.75,3228.0
61602,5159-97919,1800.0,3.0,3522.0
61603,5247-82001,6380.0,6.76,7935.0
61604,5292-55629,6802.0,8.5,9980.0
61605,5209-64763,1377.0,6.89,8082.0
61606,5181-61060-GJ,2184.0,7.28,8546.0
61607,5159-66525,2400.0,12.0,14086.0
61608,5098-85414,2432.0,6.05,7102.0
61609,5166-48895,4860.0,4.86,5705.0
61610,5098-94775,2150.0,6.89,8088.0
61611,5171-99775,2080.0,4.16,4883.0
61612,5098-87113,3438.0,6.88,8070.0
61613,5138-101594,3306.0,8.7,10212.0
61614,02116-020,12600.0,3.15,3698.0
61615,5293-94184,2650.0,6.63,7777.0
61616,65962,2976.0,7.44,8733.0
61617,5148-54404,2155.0,7.56,8874.0
61618,5159-63807,1785.0,8.93,10477.0
61619,5292-43993,14388.0,14.39,16889.0
61620,5098-82786,1165.0,3.03,3551.0
61621,5245-97903,3189.0,7.28,8546.0
61622,02135-008,14000.0,3.5,4108.0
61623,5171-47166,2859.0,4.08,4789.0
61624,5154-48406,10200.0,20.4,23946.0
61625,5159-51798,1938.0,4.85,5687.0
61626,5293-64978,7700.0,11.0,12912.0
61627,5324-71679,1134.0,5.67,6656.0
61628,5336-88894,6300.0,12.6,14790.0
61629,5155-54950,2682.0,11.61,13628.0
61630,02030-009,16032.0,4.01,4705.0
61631,5098-89443,1161.0,5.81,6814.0
61632,5200-54034,2925.0,9.63,11298.0
61633,5171-54464,5279.0,5.87,6885.0
61634,66091,2080.0,5.2,6104.0
61635,33550-1,648262.0,747.5,720291.0
61636,5411-97353,3622.0,8.5,9980.0
61637,5297-102308,1799.0,3.6,4222.0
61638,5159-69274,1440.0,7.2,8452.0
61639,5297-72239,5494.0,7.85,9212.0
61640,68211,4462.0,8.93,10477.0
61641,5171-101766,2730.0,5.46,6409.0
61642,02030-118,13120.0,3.28,3850.0
61643,5171-56370,3503.0,5.87,6885.0
61644,5194-81659-GJ,2200.0,11.0,12912.0
61645,5352-87252,4160.0,8.32,9766.0
61646,5138-71276,3900.0,6.5,7630.0
61647,48567,5963.0,11.93,13998.0
61648,5105-57678,4651.0,9.0,10565.0
61649,5318-101266,1109184.62,2999.75,3521221.0
61650,5159-71706,1200.0,6.0,7043.0
61651,5247-60089,6825.0,9.75,11445.0
61652,5292-55074,5185.0,7.52,8828.0
61653,5159-66548,1860.0,9.3,10917.0
61654,02054-002,8640.0,2.1,2465.0
61655,5269-88237,1113.0,7.84,9203.0
61656,02003-033-1,40000.0,10.0,11738.0
61657,68089,2400.0,4.88,5728.0
61658,5137-66397,3808.0,8.0,9391.0
61659,5098-84418,844.0,6.3,7395.0
61660,5336-88903,5460.0,10.92,12818.0
61661,5153-52983,1463.0,4.75,5576.0
61662,5247-81013,3660.0,9.15,10741.0
61663,5137-50732,5625.0,6.25,7337.0
61664,5159-68606,2400.0,12.0,14086.0
61665,5438-102550,3120.0,7.8,9156.0
61666,5165-61074,5494.0,6.87,8061.0
61667,5117-46643,19875.0,19.88,23330.0
61668,5209-75301YY,1352.0,6.76,7935.0
61669,02086-022,14400.0,3.6,4226.0
61670,5159-94806,591.0,3.99,4684.0
61671,5438-102067,1463.0,5.46,6409.0
61672,5098-88224,2018.0,4.04,4736.0
61673,5098-97626,2226.0,5.3,6221.0
61674,68607,2704.0,6.76,7935.0
61675,5170-72537-GJ,1197.0,8.8,10330.0
61676,5160-70507,1719.0,15.08,17702.0
61677,66147,4024.0,13.78,16176.0
61678,5293-101911,2756.0,6.89,8088.0
61679,5149-66786,1030.0,6.6,7747.0
61680,5140-65272-GJ,1860.0,9.3,10917.0
61681,5137-47898,15680.0,15.68,18406.0
61682,5098-92666,1248.0,3.12,3662.0
61683,02061-040,18060.0,4.52,5300.0
61684,5293-76724,4240.0,8.48,9954.0
61685,5411-100907,9810.0,19.62,23031.0
61686,5098-92136,730.0,4.68,5494.0
61687,5153-66954,1242.0,6.21,7290.0
61688,5105-49610,11610.0,20.0,23477.0
61689,5178-54274-GJ,3360.0,8.4,9860.0
61690,5159-81606,1800.0,9.0,10565.0
61691,5293-56998-GJ,10200.0,12.75,14966.0
61692,02003-027,18200.0,4.55,5341.0
61693,5159-90338,3420.0,17.1,20073.0
61694,5247-87756,2340.0,4.68,5494.0
61695,5273-83571,3335.0,5.56,6525.0
61696,5171-50642,3091.0,4.68,5488.0
61697,5292-54168,4709.0,5.23,6142.0
61698,5336-76622,4950.0,8.25,9684.0
61699,5171-54469,1900.0,3.06,3592.0
61700,02109-002,14700.0,3.68,4314.0
61701,5159-52306,3400.0,8.5,9978.0
61702,5159-60231,1989.0,6.63,7783.0
61703,5274-87700,4200.0,8.4,9860.0
61704,5245-98416,2028.0,5.2,6104.0
61705,5149-90978,1040.0,8.25,9684.0
61706,5293-85739,2308.0,6.89,8088.0
61707,5181-62687-GJ,2262.0,7.54,8851.0
61708,5100-79109,3025.0,6.05,7102.0
61709,5321-96282,2520.0,12.6,14790.0
61710,5292-58529,7919.0,14.06,16505.0
61711,5098-91363,1140.0,7.81,9168.0
61712,5373-98566,2736.0,6.84,8029.0
61713,5159-50073,2252.0,8.16,9579.0
61714,5104-42488,4250.0,4.25,4989.0
61715,5292-48859,6867.0,6.87,8061.0
61716,5104-49562,8073.0,13.0,15260.0
61717,10746,0.0,18.24,21411.0
61718,5153-51716,3600.0,4.0,4695.0
61719,5159-92065,1801.0,11.4,13382.0
61720,5408-100410,1106927.13,2494.7,2928379.0
61721,5397-102460,2496.0,6.24,7325.0
61722,5140-84204,832.0,6.3,7395.0
61723,02045-001,12800.0,3.2,3756.0
61724,5379-96830,6274.0,13.41,15738.0
61725,5156-45930,2633.0,7.02,8240.0
61726,5098-85376,1888.0,3.78,4431.0
61727,69029,3042.0,10.71,12572.0
61728,5153-67801,962.0,6.5,7630.0
61729,5159-78665,1980.0,9.9,11621.0
61730,5122-76215,3960.0,6.72,7888.0
61731,5165-66708,4120.0,5.89,6909.0
61732,5247-68779,1872.0,3.12,3662.0
61733,5347-78150,4200.0,6.0,7043.0
61734,02022-006,5280.0,1.32,1549.0
61735,5274-96854,1568.0,3.92,4601.0
61736,5273-76787,5951.0,8.5,9980.0
61737,5159-65738,1021.0,6.9,8099.0
61738,5159-63806,511.0,3.32,3891.0
61739,02095-017,40800.0,10.2,11973.0
61740,5171-94051,1196.0,5.98,7020.0
61741,5292-57212,8110.0,10.14,11899.0
61742,5138-96839,1950.0,3.25,3815.0
61743,5292-56113,3355.0,4.91,5758.0
61744,5138-51401,5625.0,6.25,7337.0
61745,5098-89180,703.0,3.52,4126.0
61746,5379-98591,4415.0,8.83,10364.0
61747,5196-57292,24304.0,34.72,40756.0
61748,48227,2670.0,6.76,7935.0
61749,5138-82738,2168.0,4.34,5089.0
61750,5297-83592,4316.0,7.19,8445.0
61751,02033-027,12800.0,3.2,3756.0
61752,5105-43362,5000.0,5.0,5869.0
61753,5098-94929,832.0,4.16,4883.0
61754,67917,0.0,8.4,9860.0
61755,5379-102298,2616.0,8.18,9596.0
61756,5149-57076,2385.0,7.95,9332.0
61757,02024-004,12600.0,3.15,3698.0
61758,5297-94467,3924.0,6.54,7677.0
61759,5200-54035,1100.0,2.75,3228.0
61760,5156-49099,4200.0,10.5,12325.0
61761,65679,0.0,10.7,12554.0
61762,5315-82099,3840.0,7.68,9015.0
61763,5098-85505,3033.0,6.07,7119.0
61764,02018-005,9800.0,2.45,2876.0
61765,5122-99639,1512.0,3.78,4437.0
61766,5098-88871,4290.0,7.15,8393.0
61767,5293-60342,7140.0,10.2,11973.0
61768,5153-81429,1479.0,7.4,8681.0
61769,5142-79543,2142.0,10.71,12572.0
61770,02030-005,13365.0,2.97,3486.0
61771,68712,3900.0,7.8,9156.0
61772,5129-45608-GJ,4250.0,4.25,4989.0
61773,5231-96626-GJ-MI,1139.0,7.8,9156.0
61774,5156-64484,1728.0,8.64,10142.0
61775,5138-66188,4536.0,6.48,7606.0
61776,02018-015,10560.0,2.64,3099.0
61777,02015-008,9600.0,2.4,2817.0
61778,5138-78339,1500.0,3.0,3522.0
61779,02005-037,20240.0,5.06,5940.0
61780,5273-87155,2289.0,4.58,5374.0
61781,5293-97495,2332.0,5.83,6843.0
61782,02030-123,19680.0,4.92,5775.0
61783,5229-81998,2308.0,6.5,7630.0
61784,5165-69309,5951.0,8.5,9980.0
61785,68801,1747.0,6.24,7325.0
61786,5137-46921,11613.0,16.75,19662.0
61787,5153-62968,1733.0,7.5,8804.0
61788,5098-97625,2862.0,6.36,7466.0
61789,5241-101871,5936.0,14.84,17420.0
61790,5122-91577,6272.0,15.68,18406.0
61791,5320-82053,3557.0,9.88,11598.0
61792,5098-83008,3795.0,6.33,7425.0
61793,5443-101746,1855.0,3.71,4355.0
61794,5209-75338YY-IRH,1906.0,12.22,14344.0
61795,5159-64235,969.0,4.85,5687.0
